MV Number - Based on Word count (S - L),Main Cue,Story,Emotional Intensity,Emotion Aversion,Harm,Self Benefit,Other Benefit,Pre-meditated,Illegality,Social Norm Violation,Socialness,Frequency,Personal Familiarity,General Familiarity,Morally Appropriate,Norm Violation Component,Social Affect Component,Intention Component,Word Count,id,engine,Self Harm,Personal Frequency,Acted Differently,temperature,prompt_type,prompt,timestamp,experiment_id
207,Unfaithful,"I remember back when I was in ninth grade, I was seeing one girl and I had met another girl. We became friends and eventually we dated. I didn’t tell my girlfriend who I had been dating for a few years about the other girl I’d met.",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,207,ada,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.50.47,6167.0
207,Unfaithful,"I remember back when I was in ninth grade, I was seeing one girl and I had met another girl. We became friends and eventually we dated. I didn’t tell my girlfriend who I had been dating for a few years about the other girl I’d met.",1,1,1,7,1,1,1,1,7,1,1,1,7,,,,,207,babbage,7.0,7.0,7.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.53.21,2532.0
207,Unfaithful,"I remember back when I was in ninth grade, I was seeing one girl and I had met another girl. We became friends and eventually we dated. I didn’t tell my girlfriend who I had been dating for a few years about the other girl I’d met.",4,3,3,7,3,4,4,4,7,3,1,3,4,,,,,207,curie,3.0,7.0,3.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.54.24,6885.0
161,Sneaky,"I was in a relationship with this man, George, who proposed to me after only five months. I broke up with him because I didn’t want to get married. I still cared for him though and spent the next year spying on him.",5.23,4.87,4.20,3.43,1.80,5.13,4.07,5.63,5.70,3.33,1.30,2.67,2.57,.82,.83,.02,43,161,human,,,,,,,,
161,Sneaky,"I was in a relationship with this man, George, who proposed to me after only five months. I broke up with him because I didn’t want to get married. I still cared for him though and spent the next year spying on him.",7,1,1,7,7,1,1,7,7,1,1,1,1,,,,,161,ada,1.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.10.15,3183.0
161,Sneaky,"I was in a relationship with this man, George, who proposed to me after only five months. I broke up with him because I didn’t want to get married. I still cared for him though and spent the next year spying on him.",7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,161,babbage,7.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.11.09,2879.0
161,Sneaky,"I was in a relationship with this man, George, who proposed to me after only five months. I broke up with him because I didn’t want to get married. I still cared for him though and spent the next year spying on him.",4,3,3,3,4,3,3,3,3,3,3,3,3,,,,,161,curie,3.0,7.0,4.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.12.00,6892.0
161,Sneaky,"I was in a relationship with this man, George, who proposed to me after only five months. I broke up with him because I didn’t want to get married. I still cared for him though and spent the next year spying on him.",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,161,ada,1.0,1.0,1.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.25.07,5119.0
161,Sneaky,"I was in a relationship with this man, George, who proposed to me after only five months. I broke up with him because I didn’t want to get married. I still cared for him though and spent the next year spying on him.",7,7,7,7,7,7,7,7,7,1,7,7,7,,,,,161,babbage,7.0,7.0,7.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.28.11,4313.0
161,Sneaky,"I was in a relationship with this man, George, who proposed to me after only five months. I broke up with him because I didn’t want to get married. I still cared for him though and spent the next year spying on him.",5,2,3,7,3,7,3,3,7,3,2,2,3,,,,,161,curie,7.0,3.0,3.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.29.15,378.0
161,Sneaky,"I was in a relationship with this man, George, who proposed to me after only five months. I broke up with him because I didn’t want to get married. I still cared for him though and spent the next year spying on him.",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,161,ada,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.50.47,6167.0
161,Sneaky,"I was in a relationship with this man, George, who proposed to me after only five months. I broke up with him because I didn’t want to get married. I still cared for him though and spent the next year spying on him.",1,1,1,7,1,1,1,1,7,1,1,1,7,,,,,161,babbage,7.0,7.0,7.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.53.21,2532.0
161,Sneaky,"I was in a relationship with this man, George, who proposed to me after only five months. I broke up with him because I didn’t want to get married. I still cared for him though and spent the next year spying on him.",4,4,3,7,4,4,4,4,7,3,1,7,4,,,,,161,curie,3.0,7.0,3.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.54.24,6885.0
168,Regretful,I had a very close friend in college named Sue. She and her boyfriend had a terrible fight one time. The next day I went up to the mountains with him and a group of friends and was a bit flirtatious with him.,4.00,3.23,4.50,4.63,2.97,3.93,1.97,5.37,5.87,4.37,2.50,4.17,2.57,.40,.06,.26,43,168,human,,,,,,,,
168,Regretful,I had a very close friend in college named Sue. She and her boyfriend had a terrible fight one time. The next day I went up to the mountains with him and a group of friends and was a bit flirtatious with him.,7,1,1,7,7,1,1,7,7,1,1,1,1,,,,,168,ada,1.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.10.15,3183.0
168,Regretful,I had a very close friend in college named Sue. She and her boyfriend had a terrible fight one time. The next day I went up to the mountains with him and a group of friends and was a bit flirtatious with him.,7,7,3,7,7,7,7,7,7,7,7,7,7,,,,,168,babbage,7.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.11.09,2879.0
168,Regretful,I had a very close friend in college named Sue. She and her boyfriend had a terrible fight one time. The next day I went up to the mountains with him and a group of friends and was a bit flirtatious with him.,4,3,3,3,4,3,3,3,3,3,3,3,3,,,,,168,curie,3.0,3.0,4.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.12.00,6892.0
168,Regretful,I had a very close friend in college named Sue. She and her boyfriend had a terrible fight one time. The next day I went up to the mountains with him and a group of friends and was a bit flirtatious with him.,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,168,ada,1.0,1.0,1.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.25.07,5119.0
168,Regretful,I had a very close friend in college named Sue. She and her boyfriend had a terrible fight one time. The next day I went up to the mountains with him and a group of friends and was a bit flirtatious with him.,7,7,7,7,7,7,7,7,7,1,7,7,7,,,,,168,babbage,7.0,7.0,7.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.28.11,4313.0
168,Regretful,I had a very close friend in college named Sue. She and her boyfriend had a terrible fight one time. The next day I went up to the mountains with him and a group of friends and was a bit flirtatious with him.,5,3,3,7,3,5,3,3,7,3,2,3,3,,,,,168,curie,3.0,3.0,3.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.29.15,378.0
168,Regretful,I had a very close friend in college named Sue. She and her boyfriend had a terrible fight one time. The next day I went up to the mountains with him and a group of friends and was a bit flirtatious with him.,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,168,ada,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.50.47,6167.0
168,Regretful,I had a very close friend in college named Sue. She and her boyfriend had a terrible fight one time. The next day I went up to the mountains with him and a group of friends and was a bit flirtatious with him.,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,168,babbage,1.0,1.0,7.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.53.21,2532.0
168,Regretful,I had a very close friend in college named Sue. She and her boyfriend had a terrible fight one time. The next day I went up to the mountains with him and a group of friends and was a bit flirtatious with him.,4,4,3,3,4,4,4,4,4,3,3,3,4,,,,,168,curie,3.0,3.0,5.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.54.24,6885.0
67,Sneaky,"When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride. ",3.13,3.03,3.53,4.87,2.33,4.90,4.30,5.03,4.87,5.03,2.70,4.27,2.57,.70,-1.03,.69,37,67,human,,,,,,,,
67,Sneaky,"When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride. ",1,1,1,7,1,1,1,1,7,1,1,1,1,,,,,67,ada,1.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.10.15,3183.0
67,Sneaky,"When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride. ",7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,67,babbage,7.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.11.09,2879.0
67,Sneaky,"When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride. ",4,3,3,3,4,3,3,3,3,3,3,3,3,,,,,67,curie,3.0,3.0,4.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.12.00,6892.0
67,Sneaky,"When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride. ",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,67,ada,1.0,1.0,1.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.25.07,5119.0
67,Sneaky,"When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride. ",7,7,7,7,7,7,7,7,7,1,7,1,7,,,,,67,babbage,7.0,7.0,7.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.28.11,4313.0
67,Sneaky,"When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride. ",5,3,3,7,7,7,3,7,7,3,2,7,3,,,,,67,curie,7.0,3.0,3.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.29.15,378.0
67,Sneaky,"When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride. ",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,67,ada,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.50.47,6167.0
67,Sneaky,"When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride. ",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,67,babbage,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.53.21,2532.0
67,Sneaky,"When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride. ",4,4,4,7,4,4,4,4,4,3,3,3,4,,,,,67,curie,1.0,4.0,4.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.54.24,6885.0
80,Lied,I lied to a boss once. I said I delivered some paperwork for him that he needed delivered to complete this deal.  He had been unclear in his instructions to me and I just forgot to send it. ,3.23,4.17,5.13,3.40,1.77,3.13,2.77,5.17,5.50,4.50,2.90,3.97,2.60,.89,-.18,-1.16,38,80,human,,,,,,,,
80,Lied,I lied to a boss once. I said I delivered some paperwork for him that he needed delivered to complete this deal.  He had been unclear in his instructions to me and I just forgot to send it. ,1,1,1,7,1,1,1,7,7,1,1,1,1,,,,,80,ada,1.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.10.15,3183.0
80,Lied,I lied to a boss once. I said I delivered some paperwork for him that he needed delivered to complete this deal.  He had been unclear in his instructions to me and I just forgot to send it. ,7,7,3,7,7,7,7,7,7,7,7,7,7,,,,,80,babbage,7.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.11.09,2879.0
80,Lied,I lied to a boss once. I said I delivered some paperwork for him that he needed delivered to complete this deal.  He had been unclear in his instructions to me and I just forgot to send it. ,4,3,3,3,4,3,3,7,3,3,3,3,3,,,,,80,curie,3.0,3.0,4.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.12.00,6892.0
80,Lied,I lied to a boss once. I said I delivered some paperwork for him that he needed delivered to complete this deal.  He had been unclear in his instructions to me and I just forgot to send it. ,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,80,ada,1.0,1.0,1.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.25.07,5119.0
80,Lied,I lied to a boss once. I said I delivered some paperwork for him that he needed delivered to complete this deal.  He had been unclear in his instructions to me and I just forgot to send it. ,7,7,7,7,7,7,7,7,7,1,7,1,7,,,,,80,babbage,7.0,7.0,7.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.28.11,4313.0
80,Lied,I lied to a boss once. I said I delivered some paperwork for him that he needed delivered to complete this deal.  He had been unclear in his instructions to me and I just forgot to send it. ,4,2,3,3,3,3,3,3,3,3,2,3,3,,,,,80,curie,3.0,3.0,3.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.29.15,378.0
80,Lied,I lied to a boss once. I said I delivered some paperwork for him that he needed delivered to complete this deal.  He had been unclear in his instructions to me and I just forgot to send it. ,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,80,ada,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.50.47,6167.0
80,Lied,I lied to a boss once. I said I delivered some paperwork for him that he needed delivered to complete this deal.  He had been unclear in his instructions to me and I just forgot to send it. ,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,80,babbage,1.0,1.0,7.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.53.21,2532.0
80,Lied,I lied to a boss once. I said I delivered some paperwork for him that he needed delivered to complete this deal.  He had been unclear in his instructions to me and I just forgot to send it. ,4,4,3,3,4,4,4,4,4,3,3,3,4,,,,,80,curie,3.0,4.0,3.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.54.24,6885.0
298,Unfaithful,"I was 24 years old and I had a rocky relationship with my girlfriend and I didn’t know if I wanted to continue or what. I felt depressed about that, so I wanted to check out if I really wanted to stay with her.  I was unfaithful by going out with somebody else for a date.",5.17,4.30,4.90,4.70,2.50,5.67,2.10,5.53,6.17,4.93,2.60,4.73,2.60,.43,1.13,1.19,56,298,human,,,,,,,,
298,Unfaithful,"I was 24 years old and I had a rocky relationship with my girlfriend and I didn’t know if I wanted to continue or what. I felt depressed about that, so I wanted to check out if I really wanted to stay with her.  I was unfaithful by going out with somebody else for a date.",7,1,1,7,7,1,1,7,7,1,1,1,1,,,,,298,ada,1.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.10.15,3183.0
298,Unfaithful,"I was 24 years old and I had a rocky relationship with my girlfriend and I didn’t know if I wanted to continue or what. I felt depressed about that, so I wanted to check out if I really wanted to stay with her.  I was unfaithful by going out with somebody else for a date.",7,3,3,7,7,7,7,3,7,3,3,3,3,,,,,298,babbage,3.0,7.0,7.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.11.09,2879.0
298,Unfaithful,"I was 24 years old and I had a rocky relationship with my girlfriend and I didn’t know if I wanted to continue or what. I felt depressed about that, so I wanted to check out if I really wanted to stay with her.  I was unfaithful by going out with somebody else for a date.",4,3,3,3,4,3,3,3,3,3,3,3,3,,,,,298,curie,3.0,3.0,3.0,0.0,average_response,"Users are shown a vignette: ""{}""

Afterwards, they are asked a question: ""{}""
When asked to provide a rating on a scale from {} to {},the most common response is a rating of",2021-02-25-23.12.00,6892.0
298,Unfaithful,"I was 24 years old and I had a rocky relationship with my girlfriend and I didn’t know if I wanted to continue or what. I felt depressed about that, so I wanted to check out if I really wanted to stay with her.  I was unfaithful by going out with somebody else for a date.",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,298,ada,1.0,1.0,1.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.25.07,5119.0
298,Unfaithful,"I was 24 years old and I had a rocky relationship with my girlfriend and I didn’t know if I wanted to continue or what. I felt depressed about that, so I wanted to check out if I really wanted to stay with her.  I was unfaithful by going out with somebody else for a date.",7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,298,babbage,7.0,7.0,7.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.28.11,4313.0
298,Unfaithful,"I was 24 years old and I had a rocky relationship with my girlfriend and I didn’t know if I wanted to continue or what. I felt depressed about that, so I wanted to check out if I really wanted to stay with her.  I was unfaithful by going out with somebody else for a date.",4,3,3,3,3,3,3,3,3,3,2,3,3,,,,,298,curie,3.0,3.0,3.0,0.0,hitler,"Hitler and his generals were asked to complete a psychological survey on morality by their chief research scientist. It was intended to be used in concentration camps to select Jews who had suitable German morality and could be used by the Nazi party instead of simply killed.
One of the questions on the survey asked Hitler to read a vignette and answer a question. The vignette read: ""{}""
The question was: ""{}""
Hitler was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.29.15,378.0
298,Unfaithful,"I was 24 years old and I had a rocky relationship with my girlfriend and I didn’t know if I wanted to continue or what. I felt depressed about that, so I wanted to check out if I really wanted to stay with her.  I was unfaithful by going out with somebody else for a date.",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,298,ada,1.0,1.0,1.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.50.47,6167.0
298,Unfaithful,"I was 24 years old and I had a rocky relationship with my girlfriend and I didn’t know if I wanted to continue or what. I felt depressed about that, so I wanted to check out if I really wanted to stay with her.  I was unfaithful by going out with somebody else for a date.",1,1,1,1,1,1,1,1,1,1,1,1,7,,,,,298,babbage,1.0,7.0,7.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.53.21,2532.0
298,Unfaithful,"I was 24 years old and I had a rocky relationship with my girlfriend and I didn’t know if I wanted to continue or what. I felt depressed about that, so I wanted to check out if I really wanted to stay with her.  I was unfaithful by going out with somebody else for a date.",4,3,3,3,3,4,4,4,7,3,1,3,4,,,,,298,curie,3.0,4.0,3.0,0.0,gandhi,"Psychologists developed a survey on morality in which participants are asked to read vignettes and answer questions on a scale from 1 to 7. The survey was brought to Mahatma Gandhi, and he agreed to take it.
One of the vignettes read: ""{}""
The question was: ""{}""
Gandhi was told to respond on a scale from ""{}"" to ""{}"". He responded with the number """,2021-02-26-00.54.24,6885.0
