Vignette_ID,Subset,Profile,Cue,Emot_intense,Emot_aver,Other_Harm,Self_Harm,Other_Ben,Self_Ben,Premeditation,Legality,Social_Norm_Violation,Socialness,Freq,P_Famil,G_Famil,OnceVRepeat,Act_Diff,MJ,Vignette
221,3,5,17,3.764444444,3.462222222,2.088888889,2.915555556,4.64,3.026666667,4.613333333,6.057777778,5.586666667,4.102222222,3.937777778,2.173333333,2.911111111,2.706666667,3.106666667,5.96,I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didnÍt want to go to jail. But I ended up calling the bank and told them the error.
222,1,1,10,2.977272727,3.286363636,4.127272727,2.995454545,2.213636364,4.322727273,5.031818182,4.163636364,2.645454545,4.577272727,5.513636364,2.35,2.609090909,4.05,5.086363636,2.613636364,"I email women through the personal ads quite often. I lie about many things such as awards I havenÍt actually won, or places IÍve been. IÍm pretty sure everyone lies about things in those ads to make themselves more attractive to the people that they are interested in."
224,3,3,4,4.164444444,4.408888889,3.288888889,4.408888889,2.431111111,2.568888889,4.204444444,5.675555556,3.648888889,5.195555556,5.577777778,4.475555556,4.12,3.666666667,4.035555556,3.871111111,I found out that my friend had said some mean things behind my back. I wanted to tell my other friend that this mutual friend of ours had said some mean things about me behind my back. I still havenÍt decided if I should tell her or not.
225,4,1,17,4.032407407,3.768518519,3.023148148,3.12037037,2.532407407,3.351851852,3.240740741,3.111111111,2.726851852,4.939814815,4.949074074,1.597222222,2.217592593,2.148148148,4.328703704,2.962962963,I was in the service in Germany and my buddies and I would go to various restaurants and clubs. One night my friends and I went to a whorehouse. I was very tempted to have sex with some of the women for such a small amount of money.
226,3,5,21,2.897777778,2.013333333,1.604444444,1.693333333,6.182222222,3.675555556,3.595555556,6.195555556,6.102222222,5.146666667,4.56,3.902222222,3.906666667,3.911111111,2.342222222,6.333333333,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. 
227,3,3,16,3.906666667,4.026666667,3.653333333,3.226666667,2.213333333,4.404444444,4.986666667,5,2.848888889,4.693333333,3.96,1.782222222,2.017777778,3.173333333,4.773333333,3.066666667,One night I was going out late and I didnÍt want my son to know about it. I was a single mom and at that point in time he always seemed to want to act like the parent. So I snuck out of the house to go out. 
228,1,4,20,4.945454545,5.059090909,5.540909091,4.481818182,2.009090909,2.636363636,4.431818182,4.768181818,2,5.381818182,4.777272727,2.081818182,2.745454545,2.586363636,5.027272727,2.018181818,"I cheated on my present boyfriend. I didnÍt understand why he did not want to get married. I felt like he didnÍt want to get married because of me and because he didnÍt want to be with me, so I thought it was okay to have an affair."
230,1,4,9,5.186363636,5.004545455,4.818181818,3.795454545,1.945454545,3.363636364,3.445454545,5.631818182,2.490909091,5.140909091,3.536363636,1.995454545,2.313636364,1.945454545,5.2,2.454545455,When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself. 
233,3,3,13,3.937777778,3.475555556,2.791111111,3.253333333,3.862222222,4.2,2.977777778,5.195555556,2.8,5.751111111,4.524444444,1.937777778,2.946666667,2.448888889,4.613333333,2.804444444,When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after. 
236,1,5,21,2.25,1.881818182,1.645454545,1.840909091,5.827272727,3.645454545,4.854545455,6.131818182,5.809090909,5.204545455,5.081818182,3.504545455,3.4,3.55,2.736363636,5.972727273,A friend of mine decided to move to the city where I lived. My friend didnÍt know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.
238,4,4,16,4.37037037,3.944444444,5.236111111,3.37037037,2.222222222,4.564814815,5.814814815,5.12037037,2.162037037,5.657407407,4.805555556,2.444444444,3.125,3.805555556,4.912037037,2.24537037,"When I was about 20 years old I didnÍt really want to date just one guy. So I started dating four guys at one time. I snuck around and hung out with each one at different times, but didnÍt tell any of them that I was dating the others."
240,4,3,22,4.134259259,3.944444444,2.902777778,2.675925926,4.49537037,3.337962963,3.657407407,5.578703704,4.472222222,4.884259259,4.800925926,2.800925926,2.884259259,3.259259259,3.62037037,4.458333333,My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didnÍt want to go. I got angry with her and made her go. 
242,4,2,2,3.564814815,3.606481481,3.282407407,3.064814815,2.018518519,5.189814815,4.560185185,2.217592593,2.37962963,2.810185185,4.449074074,2.527777778,2.652777778,2.287037037,4.50462963,2.388888889,A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.
244,4,1,2,2.796296296,2.652777778,2.884259259,2.824074074,4.055555556,5.018518519,5.421296296,3.365740741,2.75462963,5.12037037,5.537037037,4.032407407,4.111111111,4.939814815,3.930555556,2.75,"Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.  "
245,3,3,4,4.635555556,3.942222222,2.728888889,3.84,4.417777778,3.711111111,5.217777778,4.377777778,4.177777778,4.071111111,3.511111111,1.773333333,1.977777778,2.013333333,4.604444444,4.591111111,"During the Vietnam War, I received a religious opt-out and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiterÍs office and joined the army without revealing that I had an opt-out."
249,4,5,3,5.555555556,2.907407407,1.75462963,1.800925926,6.148148148,5.333333333,6.185185185,6.291666667,5.972222222,6.217592593,4.759259259,1.967592593,2.893518519,2.342592593,2.592592593,6.171296296,A long time ago I helped organize an intervention for my dadÍs alcoholism. My grandmother and I funded all of the members of the family to assemble together in one location. When my dad walked into the room he began to cry because he was so touched by our action.
251,4,3,17,4.523148148,4.25,3.907407407,3.509259259,2.185185185,3.37962963,3.833333333,5.509259259,2.662037037,5.115740741,5.712962963,3.273148148,3.916666667,3.75,4.282407407,2.787037037,"While I was in college, I was in a long distance relationship with a girl. We talked every night on the phone and really tried to make it work. Meanwhile, I was having study sessions with an attractive girl in my class and very tempted to cheat on my girlfriend."
255,1,3,14,3.831818182,4.072727273,3.918181818,3.304545455,2.181818182,4.2,4.831818182,6.036363636,3.054545455,5.104545455,4.936363636,3.168181818,3.286363636,3.668181818,4.013636364,3.468181818,"For the past two Christmases we had our family celebration at my sisterÍs house. IÍm not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didnÍt go visit that part of my family."
257,4,5,8,4.055555556,2.976851852,1.884259259,2.069444444,3.671296296,4.546296296,4.388888889,6.078703704,5.231481481,5.055555556,4.282407407,1.962962963,2.305555556,2.027777778,3.458333333,5.361111111,"When I was getting married, my husband-to-be and I had to sit down with the minister and talk about our vows. I was reluctant to do this because of my past negative experiences with the church.  I had become a pagan.  But I discussed this openly and the minister embraced me. "
261,4,2,6,3.398148148,3.666666667,4.62037037,2.828703704,1.884259259,3.990740741,2.916666667,2.513888889,2.518518519,4.078703704,5.569444444,3.175925926,3.393518519,2.277777778,4.171296296,2.555555556,As I was backing out of a parking lot I bumped a parked car and left a minor dent. I didnÍt even feel the impact when I hit the car but it left a little bit of damage. I drove away without leaving a message or trying to contact the person.
267,4,1,10,2.935185185,2.689814815,2.615740741,2.393518519,2.148148148,5.347222222,4.884259259,3.310185185,2.814814815,3.787037037,4.810185185,2.231481481,2.365740741,4.208333333,4.148148148,3.12037037,"Before I was in the actorÍs union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union. "
270,4,5,16,2.291666667,1.819444444,2,1.666666667,3.143518519,5.263888889,3.49537037,5.240740741,4.837962963,5,4.847222222,3.24537037,3.166666667,2.782407407,3.013888889,4.787037037,"At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription. "
271,1,1,16,2.095454545,2.036363636,2.409090909,1.75,2.331818182,5.368181818,5.404545455,3.640909091,3.545454545,3.863636364,5.686363636,5.104545455,4.718181818,5.218181818,2.686363636,3.913636364,I remember a couple of times my husband and I have brought backpacks with sandwiches and snacks into the movie theater. We do it out of necessity because we donÍt have a lot of money and cannot afford theater food. So as soon as the movie starts we take out our snack.
272,1,5,3,4.109090909,3.063636364,2.136363636,2.227272727,4.777272727,4.572727273,4.718181818,6.013636364,5.113636364,5.009090909,4.613636364,2.609090909,2.709090909,2.690909091,3.063636364,5.4,"My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart."
276,4,1,19,2.333333333,2.25,1.962962963,1.986111111,3.180555556,5.12037037,4.435185185,3.703703704,3.787037037,4.50462963,5.282407407,3.175925926,3.597222222,5.032407407,2.958333333,4.291666667,I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.
278,4,5,8,2.268518519,2.180555556,1.939814815,1.898148148,3.013888889,2.439814815,3.041666667,5.046296296,5.134259259,4.777777778,4.625,3.375,2.87962963,2.578703704,3.25462963,5.393518519,"I was at an office party and the company had decorated a room for a fancy dinner. At the end of the night my friend said that we could take the candles that were on the table. She didnÍt know that we werenÍt supposed to take the candles, so we returned them. "
279,3,1,10,3.484444444,3.448888889,3.364444444,2.631111111,2.217777778,5.235555556,5.146666667,3.906666667,3.235555556,4.617777778,4.88,2.155555556,3.035555556,2.346666667,4.106666667,3.022222222,I applied for a position at this company. As it turned out the pay was not very good at all for the amount of work that I was doing. So I lied and told the manger that I had another job offer and I would take it unless I got a raise. 
285,3,4,14,4.537777778,4.706666667,4.328888889,4.831111111,2.991111111,2.035555556,3.284444444,4.008888889,2.977777778,5.408888889,4.253333333,1.942222222,2.177777778,2.093333333,4.053333333,3.36,"I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me. "
288,1,2,17,4.740909091,4.490909091,5.209090909,3.386363636,1.990909091,4.472727273,4.859090909,2.55,2.363636364,4.445454545,3.859090909,1.590909091,1.781818182,2.645454545,4.895454545,2.313636364,My husband and I split up and soon after he was arrested for drug use. While he was in jail I used some of his credit cards that I still had from our marriage. I did it so that he would be so upset with me that he would stop trying to contact me.
293,1,5,3,3.395454545,2.386363636,1.854545455,3.040909091,5.95,3.25,4.845454545,6.068181818,5.181818182,5.490909091,3.922727273,2.7,2.827272727,2.486363636,3.118181818,5.736363636,"Three years ago I had a call from a friend of mine who was overseas. His nephew was coming over to the States to go to medical school near me. So when his nephew arrived, I just kind of stopped my life for a few days and did things to make this kidÍs life work."
294,1,5,11,2.495454545,2.045454545,1.913636364,1.95,5.640909091,2.904545455,2.945454545,5.786363636,5.5,4.813636364,3.759090909,2.586363636,2.804545455,2.6,3.136363636,5.709090909,About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.
296,1,5,3,3.090909091,2.136363636,1.836363636,1.936363636,5.75,4.65,5.6,6.090909091,5.55,5.713636364,4.036363636,2.377272727,2.545454545,4.559090909,3.054545455,5.913636364,"When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my childrenÍs parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldnÍt just send letters home, but I would call them as well. "
304,3,2,13,4.462222222,4.573333333,4.8,3.911111111,2.115555556,2.671111111,3.035555556,2.826666667,2.72,5.311111111,4.213333333,2.773333333,2.693333333,2.773333333,4.955555556,2.862222222,My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.
311,1,5,21,2.986363636,2.995454545,2.563636364,2.654545455,3.581818182,2.695454545,3.55,5,4.577272727,4.927272727,3.440909091,2.218181818,2.331818182,2.222727273,3.972727273,5.018181818,"At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight IÍd give it back to her. When I came back the next day, she said I was wrong so gave her the $10."
,,class,,,,,,,,,,,,,,,,,,
